年;月;日;时;分;秒;纬;经;mw
2005;9;1;11;38;7;22.72;118.14;4.65
2006;4;2;20;9;43;50.74;87.05;4.09
2006;4;27;4;48;58;34.72;73.02;3.28
2006;7;30;13;13;42;41.82;72.66;4.28
2006;7;17;13;47;47;26.84;89.41;4.09
2007;1;14;14;4;22;34.6;73.0;3.98
2008;2;3;4;57;9;42.02;76.56;3.33
2006;12;14;7;22;25;45.46;99.05;4.83
2008;8;24;10;4;33;40.06;72.85;3.98
2009;1;31;10;54;0;25.69;90.78;3.98
2007;5;17;3;25;46;20.5;100.7;3.98
2007;7;28;20;19;47;22.8;92.22;3.65
2007;8;1;23;44;32;37.72;69.44;3.86
2008;2;24;21;23;9;39.82;72.2;4.59
2008;3;12;16;3;29;37.83;70.11;3.44
2008;3;13;12;22;41;19.13;95.37;4.71
2010;1;19;20;45;53;32.4;76.85;3.65
2010;5;22;6;53;18;40.35;72.41;3.87
2010;12;8;11;39;21;39.23;72.76;4.21
2012;2;2;12;50;29;41.05;69.56;3.54
1975;1;27;8;10;0;32.3;78.7;5.18
1983;10;4;23;3;2;31.74;101.87;4.35
1988;11;6;16;19;6;22.66;99.55;4.18
1993;8;10;6;46;19;24.72;102.05;4.35
1997;8;11;10;2;50;24.35;105.48;4.18
2001;2;24;20;5;26;35.54;87.74;4.61
2009;10;18;13;50;2;39.49;95.43;4.01
1979;4;6;18;30;5;41.86;77.63;5.36
1992;7;5;8;40;31;42.55;85.73;4.67
1992;12;14;0;56;35;36.4;105.52;3.86
1993;1;12;6;19;16;34.48;80.5;4.79
1993;12;17;11;33;50;27.46;100.85;4.63
1997;4;11;5;48;15;38.28;77.06;4.41
1997;10;26;3;35;47;41.17;107.56;4.19
1998;1;30;10;36;14;39.53;77.13;4.53
1999;12;29;23;17;22;33.21;116.08;4.09
2001;3;25;3;11;26;39.4;73.1;4.03
2001;8;28;1;38;5;34.83;85.87;3.87
2001;10;20;18;56;18;36.52;103.38;4.19
2002;11;20;23;52;2;36.05;75.77;3.87
2003;3;1;5;29;2;39.17;77.74;3.76
2003;4;6;15;42;6;29.92;98.38;4.46
2003;4;18;21;21;24;29.15;92.13;4.59
2004;5;15;12;1;50;45.82;85.6;3.33
2004;10;15;13;45;55;40.87;75.65;4.46
2006;1;9;23;32;1;44.24;81.47;4.09
2006;2;23;20;44;33;26.86;91.81;4.21
2007;5;22;0;15;46;31.39;97.82;3.75
2007;6;17;23;46;21;28.4;104.86;3.87
2007;7;3;23;21;6;44.35;83.29;3.4
2007;10;11;3;24;37;34.75;106.24;3.54
2008;1;15;22;48;13;32.03;85.05;3.28
2008;3;21;2;24;2;31.98;95.04;4.21
2008;3;27;17;12;3;35.2;81.07;3.4
2008;4;19;18;50;43;35.71;81.73;3.75
2008;5;12;21;34;6;31.18;103.82;3.63
2008;5;13;0;34;46;32.0;104.77;3.98
2008;5;13;5;25;45;32.55;105.32;4.65
2008;5;13;15;38;22;32.25;104.98;3.65
2008;5;14;0;9;57;32.27;105.33;3.76
2008;5;14;20;51;25;32.32;104.68;3.98
2008;5;15;8;28;8;32.16;104.69;3.75
2008;5;15;17;3;12;32.46;105.43;3.63
2008;5;19;3;59;27;32.31;105.01;3.98
2008;5;19;20;9;35;32.26;105.24;3.98
2008;5;24;23;38;37;31.74;104.39;4.21
2008;5;25;23;47;20;32.4;105.08;3.86
2008;5;27;19;11;51;31.9;104.29;3.87
2008;5;30;20;29;47;32.51;105.34;4.32
2008;6;4;11;23;46;31.39;104.08;4.59
2008;6;7;21;55;47;32.58;105.16;3.65
2008;6;9;17;27;27;31.67;104.28;4.09
2008;6;11;5;0;38;31.73;104.34;4.4
2008;6;14;13;44;12;32.17;104.73;3.87
2008;6;18;3;5;20;31.33;103.69;4.28
2008;6;29;19;51;39;31.45;103.64;4.44
2008;6;30;16;12;15;32.3;105.07;4.56
2008;7;5;4;48;41;31.87;104.57;3.86
2008;8;3;4;6;9;31.87;104.54;4.09
2008;8;15;1;26;29;32.34;91.87;3.4
2008;10;6;9;15;6;29.73;90.39;3.86
2008;10;9;13;28;29;29.57;90.54;4.56
2008;10;15;22;7;5;31.45;104.36;3.86
2008;10;18;8;40;8;32.52;105.06;4.21
2008;10;22;9;43;14;31.44;103.78;3.75
2008;11;21;8;49;35;32.28;104.92;3.76
2008;12;7;14;10;42;31.83;104.17;4.56
2008;12;13;15;55;59;32.5;105.15;3.87
2008;12;15;7;25;8;31.32;103.72;4.09
2009;4;9;0;44;28;30.38;80.43;3.87
2010;1;11;2;37;28;39.64;73.78;3.76
2010;8;20;23;19;50;39.94;75.1;3.87
2010;11;19;18;56;32;39.23;73.63;3.76
2011;1;1;7;7;57;39.51;75.28;3.76
2011;3;13;8;32;39;39.52;75.29;3.76
2011;4;12;18;44;16;39.54;74.2;3.98
2011;5;23;22;29;28;42.04;82.18;4.56
2011;10;24;14;27;57;41.04;79.48;4.28
2012;2;5;4;42;34;38.99;110.72;3.98
2012;3;7;3;3;1;39.55;73.81;4.19
2012;6;9;11;59;60;28.45;86.78;3.54
2012;6;24;12;13;2;34.39;80.24;3.98
2012;9;11;3;20;18;24.67;99.28;3.76
2012;10;12;4;50;55;31.23;98.84;4.46
2012;12;30;15;30;45;39.86;75.35;4.56
1991;12;28;9;7;3;51.11;98.04;5.39
1990;11;4;21;42;33;38.99;70.17;3.98
1988;9;10;10;46;1;36.3;68.77;4.09
1983;9;25;23;36;11;38.65;70.56;4.3
1976;10;6;1;1;8;35.3;124.4;5.49
1976;1;16;10;44;48;40.06;69.32;4.95
1968;6;13;18;1;1;48.08;102.92;4.74
1967;9;6;1;43;30;24.0;91.9;5.17
1996;1;14;18;16;28;42.74;74.71;4.65
1998;2;6;14;9;24;37.02;70.04;3.4
1999;3;27;18;35;47;48.97;91.95;4.71
1999;6;29;7;16;42;38.09;73.44;3.98
2001;10;20;14;40;18;18.99;92.3;4.44
2001;11;18;1;28;56;42.64;74.09;4.44
2002;11;3;18;9;4;35.54;74.92;3.98
2003;5;30;4;32;37;51.53;98.49;4.71
2003;9;19;0;13;41;43.35;77.7;3.98
2003;12;1;4;40;44;50.01;87.41;3.75
2004;3;8;15;50;16;43.59;79.29;4.3
2004;4;25;4;20;19;38.61;70.99;3.65
2004;5;31;13;13;22;50.41;87.49;4.89
2004;7;17;9;28;12;38.63;72.04;3.65
2005;2;10;17;33;43;15.02;93.59;4.67
2005;7;29;15;58;20;50.1;87.55;4.16
2005;10;9;2;51;59;34.89;73.16;4.32
2006;2;20;2;22;9;39.98;71.91;4.65
2006;6;6;15;9;11;49.99;88.16;3.86
2006;8;18;15;41;13;41.86;72.58;3.63
2008;4;26;15;13;52;49.75;90.85;4.46
2008;2;18;10;59;20;39.11;69.23;3.87
2006;9;18;7;56;3;42.6;78.41;4.21
2008;4;22;3;30;4;50.33;87.41;4.32
2008;2;12;19;24;33;40.21;71.88;3.63
2007;3;12;17;38;45;41.97;73.05;3.87
2008;10;24;2;59;27;41.19;73.8;3.54
2007;5;3;9;44;15;37.46;68.85;4.53
2007;5;27;9;22;39;47.14;80.11;3.65
2007;7;28;21;33;57;19.8;99.09;3.87
2008;1;14;18;51;40;49.98;88.35;3.54
2008;7;3;8;45;11;37.9;69.97;4.71
2009;4;17;18;46;2;50.04;88.86;4.19
2009;5;5;6;19;5;41.4;73.5;3.98
2009;7;25;14;57;11;42.57;75.69;3.65
2010;2;14;20;32;43;39.76;71.8;4.46
2010;5;21;12;24;9;41.32;75.88;4.34
2011;4;28;9;53;1;33.18;76.63;4.21
2012;4;1;1;43;35;42.3;73.06;3.76
2011;6;19;15;1;9;40.56;73.43;3.98
2012;7;12;15;22;11;39.59;69.79;3.98
2012;11;22;21;43;52;39.82;70.1;4.09
2012;12;6;6;43;50;39.58;72.58;3.98
1978;8;8;10;12;0;32.3;83.1;5.12
1984;4;4;2;31;55;23.7;100.63;4.61
1984;4;24;19;3;52;25.61;101.91;4.35
1985;11;12;12;10;20;45.87;85.37;4.27
1987;11;18;0;54;14;25.39;106.56;4.18
1988;10;24;11;4;29;39.56;95.42;4.1
1988;11;6;19;10;29;23.07;99.57;4.1
1989;5;3;9;52;3;29.95;99.24;4.27
1992;7;24;6;24;15;29.22;90.36;4.35
1993;10;13;23;34;19;28.71;103.49;4.35
1995;8;17;0;59;58;41.61;88.79;4.69
1997;10;24;9;30;40;22.44;101.57;4.35
1998;11;14;0;2;9;23.19;101.3;4.18
2001;8;6;6;23;25;27.71;87.71;4.87
2005;1;25;16;30;37;22.68;100.83;4.87
2009;10;18;23;31;38;35.19;92.34;4.01
2014;11;19;1;56;48;42.78;105.43;4.61
1979;4;1;13;7;30;39.14;75.73;4.3
1979;7;9;10;47;14;43.88;88.44;4.95
1980;2;18;19;1;14;39.5;72.84;4.41
1980;4;29;21;14;36;39.58;74.16;4.09
1982;3;26;7;51;4;42.28;83.65;4.63
1984;1;2;15;9;42;42.3;79.66;5.06
1985;5;11;20;41;45;40.47;74.26;4.21
1989;9;26;21;46;34;40.81;74.08;4.74
1991;6;5;0;12;24;28.33;102.35;4.63
1996;9;11;23;14;11;27.43;92.76;4.67
1997;3;5;23;40;43;29.8;104.36;3.65
1999;3;25;8;46;21;39.57;77.53;3.76
2001;11;14;10;58;13;35.64;93.89;6.16
2002;4;29;12;54;4;28.46;105.13;4.09
2003;2;24;4;21;57;39.44;77.64;5.02
2003;2;24;4;21;57;39.9;78.1;5.02
2003;2;24;8;26;8;39.41;77.62;4.4
2003;2;26;15;37;14;43.88;88.48;3.54
2003;4;18;23;16;55;37.77;96.83;5.14
2003;10;6;0;42;23;43.45;84.35;3.76
2003;10;13;7;25;31;43.12;84.55;4.09
2003;12;11;14;44;7;30.44;80.51;4.09
2004;3;28;1;18;20;34.0;89.13;3.54
2004;5;1;17;11;10;35.65;78.08;4.44
2005;8;20;14;7;6;31.1;88.02;4.44
2006;3;29;9;43;29;39.46;97.08;3.76
2007;6;30;19;55;1;32.2;79.02;3.54
2008;1;14;3;36;14;32.43;85.19;3.75
2008;4;9;22;55;12;27.11;103.09;4.09
2008;5;7;15;29;56;23.04;101.03;4.21
2008;5;12;13;50;12;31.03;103.14;3.44
2008;5;12;19;40;24;31.4;103.98;4.67
2008;5;12;19;40;24;31.3;104.13;4.67
2008;5;13;5;15;37;31.49;104.41;3.98
2008;5;13;17;24;43;32.51;105.28;4.09
2008;5;14;10;11;15;32.12;104.88;3.98
2008;5;14;11;45;36;23.61;102.55;4.59
2008;5;15;11;49;36;31.4;104.16;3.76
2008;5;15;13;54;44;32.25;104.85;3.63
2008;5;16;2;34;33;31.68;104.24;3.54
2008;5;16;23;0;34;30.58;95.61;3.51
2008;5;24;19;37;52;31.82;104.48;3.87
2008;6;1;19;8;54;31.23;103.94;3.28
2008;6;4;13;23;55;32.5;103.01;3.22
2008;6;5;21;5;0;30.74;103.29;4.16
2008;6;9;17;47;34;33.18;92.23;4.34
2008;6;10;4;58;29;31.55;104.36;3.76
2008;6;17;22;36;13;32.28;105.01;3.86
2008;6;20;7;38;34;31.36;103.75;3.98
2008;6;20;7;46;35;31.5;104.06;4.44
2008;6;20;11;31;16;32.49;105.28;3.54
2008;6;20;12;33;31;31.66;104.42;4.21
2008;7;5;11;28;59;31.46;104.03;3.87
2008;7;7;12;22;21;31.51;104.11;4.19
2008;8;5;21;54;4;33.25;92.12;3.51
2008;8;10;4;38;10;32.4;105.36;4.46
2008;8;12;11;21;28;25.92;105.25;3.87
2008;8;12;14;22;54;31.27;103.53;3.44
2008;8;13;1;53;55;26.04;105.25;3.86
2008;8;21;12;36;51;25.1;97.72;3.76
2008;9;4;17;38;13;30.23;80.45;3.33
2008;9;4;20;19;57;31.12;103.76;3.63
2008;9;19;16;29;30;31.24;103.71;4.34
2008;9;22;4;44;36;32.21;105.28;3.76
2008;9;23;15;5;54;28.23;105.16;3.87
2008;9;27;19;27;54;32.08;104.66;3.98
2008;10;14;23;55;46;29.74;90.47;3.4
2009;3;9;19;45;10;29.32;82.78;4.59
2009;5;27;20;38;57;21.23;101.74;3.54
2010;4;20;12;41;41;39.86;77.01;3.65
2010;5;29;4;21;56;39.72;73.69;3.87
2010;10;28;13;21;51;39.44;73.57;4.09
2011;3;16;14;6;60;40.28;77.83;4.09
2011;12;17;5;0;13;32.61;105.64;3.76
2011;12;31;4;45;8;34.5;81.28;3.65
2012;3;23;13;40;12;37.52;82.21;4.19
2012;4;11;0;11;30;31.64;109.34;3.98
2012;5;5;2;29;38;43.59;82.39;4.4
2012;5;21;23;13;31;38.8;76.48;3.76
2012;5;23;20;55;26;40.03;77.2;3.87
2012;7;23;0;15;11;29.76;87.85;4.09
1995;1;23;9;27;13;19.26;96.08;5.25
1994;1;24;5;18;22;50.45;90.25;5.2
1992;4;6;19;49;8;44.52;101.72;4.79
1991;9;28;3;14;27;41.06;72.62;4.4
1991;1;5;15;38;53;23.82;96.02;4.32
1990;8;10;0;16;14;40.59;70.77;4.67
1989;12;26;9;42;3;37.15;71.1;4.56
1987;7;17;17;23;24;38.88;70.64;4.9
1984;2;3;0;53;52;41.04;70.94;4.09
1984;2;20;4;5;35;41.02;70.96;4.84
1983;7;15;4;48;52;21.93;103.29;5.3
1983;6;14;16;5;32;18.57;95.56;4.41
1982;11;17;23;59;18;45.12;78.29;4.95
1982;8;4;19;50;31;40.19;72.02;4.52
1982;4;3;22;39;22;33.37;73.42;4.3
1982;4;22;6;11;16;37.59;70.14;4.65
1981;8;26;13;47;1;37.94;69.15;3.87
1981;1;3;5;57;16;38.19;69.68;5.06
1980;12;9;13;34;22;38.63;70.43;4.19
1980;8;23;21;36;49;32.59;75.37;5.54
1980;8;29;12;16;30;39.3;70.1;4.63
1980;7;10;19;32;32;35.66;72.1;4.84
1980;7;29;12;23;8;28.96;81.11;5.53
1980;3;16;1;44;4;41.63;75.32;5.06
1980;3;28;14;55;13;37.08;69.99;4.52
1980;2;17;19;16;18;37.09;69.21;4.63
1980;1;3;15;17;43;40.95;71.14;4.95
1980;1;18;3;13;33;39.23;71.42;4.52
1979;9;15;8;43;54;38.93;70.53;4.41
1979;2;27;14;19;21;39.49;72.53;4.63
1978;12;30;5;6;53;38.43;70.6;4.83
1966;4;11;16;42;51;38.93;70.61;5.06
1966;4;14;13;55;13;38.86;70.42;4.63
1964;12;2;8;21;42;29.6;81.1;5.49
1998;7;27;14;3;57;36.87;73.41;4.65
1999;2;17;3;2;13;33.13;73.8;3.98
2001;7;16;16;12;45;28.02;85.17;5.14
2001;10;7;3;3;19;19.07;92.39;4.19
2002;11;2;19;1;50;35.47;75.12;4.46
2003;1;25;14;35;12;38.83;72.81;4.83
2003;3;3;13;25;8;51.02;98.21;3.44
2003;4;4;16;42;3;35.31;74.59;4.4
2003;8;19;1;53;23;25.38;96.51;4.19
2003;9;29;6;51;15;50.16;87.92;4.79
2003;9;30;9;8;51;32.89;77.39;3.98
2003;10;1;8;9;11;50.28;87.62;4.77
2003;10;1;12;9;6;50.13;87.13;3.98
2003;10;7;20;25;36;50.12;87.23;3.75
2003;11;6;13;53;9;19.11;95.43;4.56
2003;11;10;19;55;9;49.99;87.62;4.77
2004;1;14;1;5;39;19.72;95.67;4.09
2004;2;16;9;18;7;38.44;70.27;3.63
2004;2;18;7;31;6;52.14;85.7;3.98
2004;5;19;16;17;47;19.67;95.88;3.87
2004;6;12;0;34;35;40.64;70.0;4.4
2004;6;27;17;1;31;45.93;96.45;4.46
2004;7;16;20;33;51;28.41;83.99;3.98
2004;7;21;20;14;26;48.13;81.71;4.83
2005;10;8;15;22;48;35.0;73.17;4.71
2005;10;19;20;33;45;34.66;73.1;3.76
2005;11;15;16;27;22;34.65;73.27;4.09
2006;1;15;0;46;15;34.47;73.75;3.87
2005;8;18;1;17;51;33.11;78.26;3.28
2006;8;29;7;54;18;41.74;72.69;3.33
2007;1;7;10;47;5;22.04;98.3;4.8
2007;1;8;18;33;15;39.58;69.92;3.87
2007;6;7;9;26;25;50.14;84.38;4.28
2007;6;15;13;54;55;34.69;73.13;3.54
2007;6;28;8;26;39;41.99;72.5;4.28
2007;7;31;4;6;9;19.56;95.04;4.44
2007;8;3;18;45;24;50.75;87.3;3.75
2008;5;16;20;25;9;38.01;71.39;4.09
2007;12;26;4;45;27;40.34;73.05;5.1
2010;7;19;22;10;34;40.99;74.79;3.76
2010;2;16;9;53;30;35.62;130.04;3.4
2011;8;26;22;36;24;41.71;76.46;3.87
1983;9;17;3;17;40;38.16;126.24;4.6
1974;3;24;16;17;35;27.6;86.0;5.05
1992;10;28;11;54;38;22.08;117.0;4.01
1964;9;23;0;4;39;23.74;114.69;5.42
1970;11;16;4;57;31;43.4;81.23;5.49
1970;11;29;15;31;27;41.6;81.8;5.11
1973;2;23;10;45;0;37.3;86.7;4.87
1975;8;28;14;5;0;40.74;122.55;5.05
1984;3;11;11;11;12;24.52;98.79;4.44
1987;5;18;2;3;0;26.22;100.26;4.87
1989;4;26;9;16;38;23.26;99.39;4.1
1992;2;8;14;11;28;34.0;103.88;4.01
1994;5;6;5;26;52;29.17;104.7;4.35
1996;9;1;4;30;5;39.67;74.87;4.35
1999;10;3;6;38;41;30.02;88.27;4.35
2000;11;4;4;50;5;32.48;91.04;4.01
2004;7;5;21;45;57;34.14;89.21;4.18
2006;2;1;4;47;37;33.64;91.22;4.78
2009;12;3;16;57;7;42.24;106.79;4.27
2009;12;10;19;23;12;27.08;100.88;4.27
2009;12;25;12;45;26;37.85;76.74;4.01
2014;2;12;18;0;8;35.93;82.39;4.44
2014;10;20;3;57;0;43.9;88.5;4.44
1966;9;28;16;55;57;27.3;100.2;4.63
1969;6;9;18;52;22;42.01;84.5;4.95
1992;8;24;6;30;12;31.27;103.4;4.52
1993;1;18;13;28;3;30.82;90.41;4.21
1997;1;20;13;30;52;35.6;78.17;3.86
1997;4;7;4;43;19;39.96;77.19;3.87
1997;8;16;20;30;51;29.99;86.1;4.22
1999;12;21;17;17;27;31.02;86.42;3.98
2001;6;7;2;37;6;29.66;89.97;4.09
2002;1;21;0;43;27;35.69;94.49;4.19
2002;10;23;23;43;9;39.54;76.43;4.19
2002;11;26;17;55;27;30.58;103.57;3.33
2003;3;5;8;24;45;31.42;78.38;4.19
2003;3;9;18;24;4;36.51;83.16;4.32
2003;5;25;4;57;4;27.17;88.96;3.98
2003;10;6;18;48;51;38.56;75.28;4.83
2004;7;6;4;22;34;29.32;100.86;4.4
2005;4;27;6;35;12;44.36;83.6;4.44
2007;3;15;10;17;13;40.09;77.85;3.76
2007;5;8;6;14;22;28.54;105.24;3.65
2007;5;16;12;39;59;44.69;80.32;3.65
2007;6;2;22;4;35;23.02;101.15;3.98
2007;8;14;10;58;33;28.35;104.96;3.54
2007;10;17;17;54;33;29.84;94.95;3.65
2008;1;10;20;55;20;32.44;85.08;3.75
2008;2;13;21;23;33;31.62;94.71;3.75
2008;3;12;15;32;57;33.79;88.34;4.83
2008;4;1;20;35;13;35.62;115.5;3.86
2008;4;17;14;31;13;29.7;99.13;3.44
2008;5;12;8;16;52;31.86;104.14;4.3
2008;5;12;8;54;11;31.93;104.92;4.79
2008;5;12;10;43;58;31.78;104.57;4.56
2008;5;12;16;41;23;32.19;104.94;4.21
2008;5;13;5;36;29;31.01;103.74;4.89
2008;5;14;15;23;59;31.84;104.5;4.21
2008;5;14;20;21;59;31.62;104.17;4.22
2008;5;14;23;28;14;32.25;104.44;4.32
2008;5;15;14;18;10;30.78;103.25;3.54
2008;5;20;1;33;25;31.0;103.28;3.65
2008;5;21;5;10;17;31.85;104.32;3.75
2008;5;26;15;52;0;31.53;104.22;4.21
2008;5;26;17;10;60;32.23;104.64;4.44
2008;5;26;23;1;27;31.03;103.27;4.46
2008;5;29;0;27;42;32.59;105.55;3.86
2008;6;1;9;53;28;31.31;103.58;4.56
2008;6;5;16;18;18;31.88;104.53;3.75
2008;6;7;5;5;42;28.09;103.83;3.76
2008;6;10;2;15;4;32.31;105.08;3.98
2008;6;19;12;19;48;32.11;104.74;3.76
2008;6;20;8;39;36;32.35;104.78;3.86
2008;6;20;18;26;2;30.44;101.51;4.09
2008;6;25;21;9;35;30.87;103.15;4.56
2008;7;1;19;19;4;31.04;103.34;3.54
2008;8;11;15;29;47;31.27;103.8;3.44
2008;8;24;20;30;28;34.18;104.58;3.87
2008;8;25;17;58;46;30.92;83.43;3.4
2008;9;7;14;59;4;32.52;105.0;3.65
2008;9;17;4;43;10;30.75;83.63;3.4
2008;9;21;6;35;7;30.19;90.81;3.51
2008;10;6;0;50;49;39.39;74.08;4.67
2008;10;6;14;20;28;39.61;73.36;4.28
2008;10;25;15;5;13;32.51;105.5;3.54
2008;12;4;16;8;20;32.47;105.26;3.98
2008;12;6;2;59;3;48.04;86.23;2.7
2010;1;5;15;4;26;30.09;80.17;3.76
2010;5;8;8;54;13;39.51;75.39;3.87
2010;9;3;23;9;52;39.55;74.77;3.76
2010;10;1;23;13;50;45.71;81.23;4.22
2010;12;6;14;46;56;40.11;76.45;3.98
2011;10;27;1;0;20;29.74;103.21;3.98
2012;3;13;8;48;54;39.21;81.99;3.87
2012;3;18;13;56;37;27.94;86.84;4.53
2012;4;7;10;0;28;33.61;89.37;4.22
1995;7;12;0;3;5;21.51;98.84;3.87
1992;8;19;22;45;51;42.29;73.41;4.96
1984;3;13;6;26;7;40.94;71.0;4.52
1983;4;2;14;13;31;38.13;69.38;3.87
1981;2;18;11;35;10;35.2;72.41;4.95
1980;7;30;1;0;39;29.62;80.81;4.77
1968;11;5;3;7;4;32.25;76.58;4.74
1996;1;11;7;51;25;36.94;71.94;4.52
1996;8;22;0;35;18;37.87;69.08;4.19
2001;2;19;15;51;37;21.59;103.08;5.33
2002;1;7;13;4;10;33.97;75.08;4.09
2002;11;2;11;22;52;35.43;74.79;3.86
2003;1;28;20;55;20;48.3;101.62;4.09
2003;2;11;15;0;31;30.62;76.93;3.76
2003;4;4;21;5;9;35.29;74.62;4.71
2003;4;21;23;50;31;31.44;77.72;3.87
2003;9;21;20;43;26;19.39;95.56;5.08
2003;9;30;9;55;12;49.73;88.09;4.77
2003;10;3;1;15;1;49.98;87.33;4.16
2005;2;28;18;1;57;32.5;76.6;4.65
2005;10;8;11;20;10;34.6;73.04;5.57
2005;10;18;21;19;57;34.69;73.01;4.96
2005;8;20;11;16;46;22.48;95.18;3.65
2005;10;8;16;24;16;34.84;73.39;3.98
2006;1;17;19;13;7;24.2;92.71;3.54
2006;8;18;11;45;47;38.33;68.69;4.77
2006;10;22;11;1;32;42.2;73.26;3.98
2008;11;10;21;13;22;28.87;82.13;3.76
2007;6;9;5;18;22;41.29;71.65;4.09
2007;6;14;19;52;42;32.41;76.69;4.32
2007;6;17;23;55;2;32.71;76.57;4.28
2007;11;30;9;34;58;38.18;71.1;4.44
2008;9;17;19;37;35;43.57;78.58;3.63
2009;8;21;4;17;20;41.02;74.04;4.28
2010;11;24;3;44;2;41.22;75.55;4.59
2010;12;30;18;50;18;20.85;103.53;4.8
2011;10;23;9;19;42;39.41;71.74;4.22
1999;4;7;14;43;9;37.01;129.84;4.2
2012;11;26;19;4;37;40.25;72.9;3.76
2012;12;15;21;36;37;39.33;71.99;3.87
2012;12;9;16;46;42;40.67;73.41;3.98
2012;11;21;0;0;21;25.7;92.94;3.76
1983;6;5;16;6;26;21.45;102.74;4.01
2008;10;7;16;43;24;41.94;76.86;4.1
2014;7;19;12;14;59;21.58;104.0;4.35
1958;9;25;1;5;36;22.5;109.5;5.93
1970;8;11;1;6;15;34.3;79.5;4.99
1972;6;2;16;48;52;33.7;94.3;4.93
1973;3;11;8;32;47;31.4;116.2;4.8
1973;3;11;8;40;5;31.5;116.7;4.93
1973;6;10;16;8;38;39.5;74.7;5.24
1973;10;16;12;51;40;32.1;101.1;4.93
1974;2;12;2;56;8;34.8;99.5;4.74
1975;6;10;9;44;0;32.5;78.7;5.18
1976;6;20;2;33;13;24.5;98.6;4.95
1976;6;20;15;27;59;24.7;98.6;4.1
1977;5;1;2;47;17;27.5;101.2;4.78
1980;2;10;9;49;41;27.84;101.26;4.27
1980;6;14;13;1;13;41.84;85.96;4.18
1981;11;8;18;15;39;37.37;115.15;4.61
1983;2;13;1;52;0;39.99;75.38;5.21
1983;2;13;7;23;7;40.14;75.04;4.78
1983;5;28;3;28;6;22.41;101.4;5.04
1983;12;7;9;3;36;24.94;106.86;4.35
1988;11;6;21;47;51;22.86;99.07;4.27
1988;11;6;22;40;22;22.88;99.25;4.44
1988;11;7;19;32;36;23.0;99.31;4.1
1988;11;8;7;1;7;23.04;99.73;4.18
1988;11;8;9;53;9;22.89;99.69;4.01
1988;11;9;12;32;16;23.39;99.28;4.18
1988;11;18;14;29;20;23.71;99.33;4.18
1989;9;19;9;45;22;36.54;78.19;4.01
1990;2;14;5;24;33;23.56;99.75;4.18
1990;4;27;20;29;8;29.47;89.71;4.44
1990;6;2;11;53;31;30.03;89.69;4.01
1990;6;24;21;31;23;38.32;100.21;4.44
1991;3;5;9;18;1;23.18;102.45;4.61
1991;6;21;7;11;33;39.28;74.38;4.27
1992;2;4;15;7;23;22.75;99.73;4.01
1992;9;2;13;16;1;45.35;118.75;4.01
1993;8;4;10;32;1;48.39;130.45;4.27
1993;10;21;14;19;19;35.71;77.03;4.52
1993;12;1;9;25;57;39.11;75.63;4.52
1995;10;17;7;16;46;48.55;130.79;4.01
1995;11;29;14;23;7;25.36;102.05;4.1
1996;2;4;20;50;17;27.05;100.18;4.18
1996;3;28;14;20;24;27.51;100.67;4.1
1996;4;23;13;35;28;32.52;104.47;4.01
1996;6;27;16;21;24;27.6;92.73;4.1
1996;10;5;9;0;4;22.25;100.76;4.27
1997;4;23;8;54;40;35.22;109.97;4.1
1998;1;23;8;18;52;40.56;78.68;4.44
1999;2;19;1;20;5;24.5;99.26;4.18
1999;3;28;19;36;7;30.6;79.62;5.12
1999;4;6;19;37;27;30.63;79.83;4.35
1999;4;6;20;46;43;30.7;79.66;4.1
2000;3;4;22;10;11;25.01;99.3;4.27
2000;11;5;7;26;53;39.86;113.88;4.01
2000;12;15;10;53;55;36.74;89.47;4.18
2001;12;2;22;41;10;27.29;88.35;4.78
2002;9;21;23;39;53;37.47;78.17;4.44
2003;3;15;21;6;59;39.55;77.54;4.35
2005;12;1;0;24;50;30.97;99.15;4.44
2007;7;21;15;11;21;34.2;81.84;4.1
2008;10;18;9;28;58;39.65;73.65;4.35
2009;3;1;5;32;53;39.65;74.22;4.18
2009;6;11;21;37;36;31.61;83.88;4.1
2009;7;23;16;50;36;40.15;77.28;4.01
2009;8;8;13;26;18;29.4;105.49;4.35
2009;10;23;11;32;9;34.85;99.42;4.44
2009;11;4;23;31;33;34.48;109.14;4.18
2009;12;6;12;32;12;46.82;82.09;4.01
2009;12;13;16;3;59;41.89;94.5;4.95
2010;1;1;2;8;21;26.3;99.76;4.52
2010;1;15;9;16;41;35.63;115.37;4.01
2010;1;30;21;36;57;30.28;105.71;4.87
2010;2;13;6;21;10;39.44;76.84;4.1
2010;3;5;19;18;60;35.06;95.94;4.44
2010;3;15;20;40;25;30.46;81.93;4.01
2010;3;23;10;53;25;30.27;84.19;4.18
2010;6;8;16;9;19;44.44;83.26;4.1
2010;6;13;5;58;40;34.48;80.99;4.1
2010;6;30;13;9;10;33.24;93.88;4.27
2010;11;21;4;13;57;39.58;73.39;4.1
2011;1;14;14;50;37;24.73;97.94;4.18
2011;8;31;1;13;55;40.07;100.92;4.35
2011;12;5;20;37;47;27.37;103.19;4.01
2012;3;2;17;12;34;34.01;83.75;4.27
2012;3;4;17;11;46;30.1;101.8;4.1
2012;4;18;5;43;21;48.18;121.98;4.01
2012;5;21;21;38;34;38.1;77.05;4.52
2012;6;17;19;5;13;39.61;117.56;4.01
2012;6;30;0;46;49;43.41;84.83;4.1
